name,sku,price,stars,link,image_url,reviews,seller,category,description 
Mega Growth Mega Growth Oil - Pack Of 2,ME963HB13FYU4NAFAMZ,"1,810",4.4,https://www.jumia.com.ng/mega-growth-oil-pack-of-2-mega-growth-mpg284410.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/66/250012/1.jpg?1694,70,jumia,health and beauty,	. Soothe dry scalp	. Protect against heat damage.	Promote healthy looking growth	Specifications	SKU: ME963HB13FYU4NAFAMZ	Product Line: Mega growth Nigeria	Weight (kg): 236
Kiki New Gain Rechargeable Bear Shaving Clipper Set,KI762HB1I5KTQNAFAMZ,"2,400",4.7,https://www.jumia.com.ng/kiki-new-gain-rechargeable-bear-shaving-clipper-set-43595909.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/90/959534/1.jpg?1246,3,jumia,home and office,				Shaving stick	Portable design	Rechargeable	No risk of injury	Charging indicate light	Easy to take out blade	stainless steel blade	Adjustable cutting blade	powerful motor	Comes with machine oil	Precision cuttig blade	Adjustable blade.	Specifications	SKU: KI762HB1I5KTQNAFAMZ	Color: orange	Model: N/A	Product Line: Dinero	Weight (kg): 0.65
 Bluetooth Earphone 5.0 LED Digital Display In-ear Headphones,GE779EA0KU4TGNAFAMZ,"2,428",3.6,https://www.jumia.com.ng/generic-bluetooth-earphone-5.0-led-digital-display-in-ear-headphones-44289943.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/34/998244/1.jpg?5775,9,jumia,electronics,	Bluetooth earphone	wireless bluetooth earphone	bluetooth earphone headset	bluetooth earphone mini	sport bluetooth earphone	bluetooth earpiece	What’s in the box	1 * Bluetooth Earphone
"Apple Apple IPhone 6 -(64GB ROM, 1GB) -8 MP - 4.7 Inch+4G Network +Fingerprint Refurbished Smartphone",AP044MP0NVBR2NAFAMZ,"73,120",4.5,https://www.jumia.com.ng/apple-apple-iphone-6-64gb-rom-1gb-8-mp-4.7-inch4g-network-fingerprint-refurbished-smartphone-43729004.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/40/092734/1.jpg?8410,2,jumia,phones and tablets,"	64GB ROM to let you backup your important files.	Lightweight smartphone with small display for a palm-size grip, convenient to carry.	Equipped with 4.7 inch display in resolution of 1080p to provide you a high quality viewing experience	Language:Multi-language	Rear Camera: 8MP	Unlock Phones: Yes	What’s in the box	1*iphone 61*earphone1*charger1*Manue1*Card pin1*data cable,1*charging head"
Isner Mile Minoxidil 5% For Baldness/Beard Hair Growth For Men/Women,IS196HB0D2ZVINAFAMZ,"3,850",3.6,https://www.jumia.com.ng/minoxidil-5-for-baldnessbeard-hair-growth-for-menwomen-isner-mile-mpg1198679.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/21/974814/1.jpg?7038,12,jumia,health and beauty,	5% Minoxidil Topical Solution	One Month Supply	Best Worldwide On line Reviews on Efficacy	Works for those who don't have beards at all	Works  for those with Genetic Baldness	Works for both men and women	What’s in the box	Minoxidil
Prima Prima Set Of 6 Colorful Measuring Cup & Spoons,PR395HL0LQ936NAFAMZ,"1,500",5.0,https://www.jumia.com.ng/prima-prima-set-of-6-colorful-measuring-cup-spoons-7769463.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/36/49677/1.jpg?6370,1,jumia,home and office,	Great Value For Money	Durable	Effective & Reliable	professional set made from plastic	complete set of measuring cup and spoon	What’s in the box	Complete set of measuring cup and spoon
 F9 Fingerprint Touch Bluetooth Earphones Headphones,GE779EA09THVSNAFAMZ,"4,999",5.0,https://www.jumia.com.ng/generic-f9-fingerprint-touch-bluetooth-earphones-headphones-44729461.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/16/492744/1.jpg?1091,1,jumia,electronics,"	True wireless stereo, HIFI sound.	Both the left and right ears have full Bluetooth headset functionality and can be used individually or in pairs.	Dual mode Bluetooth 5.0, ultra low power consumption.	Bluetooth transmission distance: 10 meters barrier-free.	Listening to song time: about 4-5 hours	Battery capacity (charge box): Built-in 2000mAh large capacity battery. Can charge headphones 25	What’s in the box	2 * for wireless ear-buds (left and right)	1 * charging box	1 * Micro-USB cable	1 * User Manual	4 * Spare earplug"
"Ulefone Note 7 - 6.1 Inch 3G Smartphone (1GB,16GB ROM) Triple Camera 3500mAh Face ID -Black",UL506MT01F8SLNAFAMZ,"22,120",4.2,https://www.jumia.com.ng/ulefone-note-7-6.1-inch-3g-smartphone-1gb16gb-rom-triple-camera-3500mah-face-id-black-35809320.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/02/390853/1.jpg?8352,14,jumia,phones and tablets,	6.1-inch Waterdrop Screen	CPU: MT6580A Quad-core 1.3GHz	3500mAh Battery	Face Unlock	Camera: 8.0MP + 2.0MP + 2.0MP rear camera + 5.0MP front camera	SIM Card: Nano SIM + Micro SIM + TF	Android 8.1 Go Edition	1GB RAM + 16GB ROM	What’s in the box	Cell Phone: 1	Charger: 1	Multi-languages User Manual: 1	USB Cable: 1
 Wireless Keyboard And Mouse,GE779EL1CNITDNAFAMZ,"6,000",4.5,https://www.jumia.com.ng/universal-wireless-keyboard-and-mouse-black-universal-mpg208195.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/81/719041/1.jpg?5205,13,jumia,computing,"	2.4G Ultra Thin Optical Wireless Keyboard and Mouse.	Advanced 2.4GHz wireless technology.	Plug and play, with a range up to 10 meters working distance.	The keyboard will turn to sleep mode automatically when idle.	Specifications	SKU: GE779EL1CNITDNAFAMZ	Color: Black	Product Line: Samsino electronics ent	Weight (kg): 0.2"
adidas Men's Superstar Sneakers - Black & White,4011021,"9,200",5,https://www.konga.com/product/adidas-mens-superstar-sneakers-black-and-white-4011021,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/J/G/125441_1519833067.jpg",1,konga,fashion,"Adidas superstar sneakers in black and white color combination, this sneakers is an all time footwear that never ever stops trending, it cuts accross ages and gender, its very solid and fashionable. It fits all color of outfit, sizes are of UK variants."
 Arm Blood Pressure Meter-Digital,GE779HB1LS909NAFAMZ,"9,050",4.5,https://www.jumia.com.ng/generic-arm-blood-pressure-meter-digital-35165079.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/056153/1.jpg?4404,67,jumia,health and beauty,	Blood Pressure Indicator / Indicator of Average Value	Sign of Battery Low Voltage	Memory Icon / Heartbeat Icon	High Pressure (Pressure of Systolic) / Low Pressure (Pressure of Systolic)	Groups of User / Memory Group	Pulse Display Number	What’s in the box	1 x Electronic Blood Pressure Monitor	1 x Packing Box	1 x Manual
 Large 26cm Photography Dimmable LED Ring Light Selfie Tripod,GE779EL0EG981NAFAMZ,"13,640",3.8,https://www.jumia.com.ng/generic-large-26cm-photography-dimmable-led-ring-light-selfie-tripod-37037242.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/24/273073/1.jpg?2388,12,jumia,electronics,	Dimmable Ring Light	Adjustable Tripod Stand	Multi-Functions	Universal Phone Holder	USB CABLED	What’s in the box	1 x 26cm LED ring light1 x Tripod1 x Inlight Phone Holder1 x 360° Ball head1 x Bluetooth (No battery)
Samsung Galaxy Note 8 6.3'' QHD Smartphone (6GB+64GB) 12MP Android Phone-Grey,SA948MT0KCK7JNAFAMZ,"129,990",5.0,https://www.jumia.com.ng/samsung-galaxy-note-8-6.3-qhd-smartphone-6gb64gb-12mp-android-phone-grey-38387143.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/34/178383/1.jpg?0157,1,jumia,phones and tablets,"	High quality refurbished by Strictly tested, Powerful battery.	Gifts of 1*screen protector, 1*phone case, 1*Wireless Charger	Screen: 6.3'' QHD Display with 1920 x 1080 pixels	Camera: 12MP (Primary) + 8MP (Secondary)	Memory: 6GB RAM, 64GB ROM	Battery: 3300mAh, Adaptive Fast Charging	What’s in the box	1 x Phone 1 x Earphone 1 x Charger(With USB cable)1 x Screen protector1 x Phone case1 x Wireless charger"
 2Pcs 100*250cm Elegant Luxury High-end Floral Pattern,GE779HL06N56DNAFAMZ,"6,404",3.5,https://www.jumia.com.ng/generic-2pcs-100250cm-elegant-luxury-high-end-floral-pattern-39475111.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/11/157493/1.jpg?3471,4,jumia,home and office,"	4 attractive colors for your choice.	Decorated with beads at the bottom of the curtain.	They are easy to install, just need to hang on the curtain rod.	This drape can make your room look a lot more elegant and comfortable.	A perfect decoration for setting wall, french window, bay windows and so on.	Classy and chic, good to used as room divider, window curtain or wall decoration.	What’s in the box	2 x Curtains,"
 TGBD03 Portable Bluetooth Speaker-Black,TG967EL015GS4NAFAMZ,"6,530",3.0,https://www.jumia.com.ng/generic-tgbd03-portable-bluetooth-speaker-black-44643910.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/01/934644/1.jpg?9067,2,jumia,electronics,"	Portable Wireless BluetoothRope,	Built-in MICSupport Hands-Free Calls & TF Card & AUX in & FM	10m Bluetooth Distance	Battery Capacity: 1800mAh	8 Hours playing time	Output power：10W *2	What’s in the box	Bluetooth Speaker*1	USB Cable *1	AUX cable*1"
 Household Fully Automatic Arm Band Type Digital Electronic,GE779SE0VRR6SNAFAMZ,"6,490",2.5,https://www.jumia.com.ng/generic-household-fully-automatic-arm-band-type-digital-electronic-44036335.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/53/363044/1.jpg?0409,2,jumia,health and beauty,"	Arm type design, you need to take off your coat/sweater for measuring acculate.	LCD display ensures clear numbers for the elderly and you can see the systolic pressure, diastolic pressure and pulse easily.	The systolic pressure and diastolic pressure  separately show, people can judge the data whether in the normal range at the first sight.	Intellegent pressurize and decompress design, with IHB heart rate monitoring function, more practical.	Clock function, you can set year, month, day, hour, minute by yourself easily.	Larger Memory Storage and Irregular Heartbeat Detection: This monitor stores up to 99 readings for each user, 198 data record in total, it will also remind if you have an irregular heartbeat or not, and it will show the average measurement of the last three times.	What’s in the box	1 x Blood Pressure Monitor,1 x English User Manual"
6 Seater Marble Dining Set Furniture - Black,3810207,"129,999",5,https://www.konga.com/product/6-seater-marble-dining-set-furniture-black-3810207,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/6/-/6-Seater-Marble-Dining-Set-Furniture---Black-8035825.jpg",1,konga,home and office,The 6 seater marble dining set Furniture is a great collection for every home where quality is valued.	28 MXQ Marble Quality Rating.	Colourful Marble Hues.	6 Ergonomically Made Chairs
Hp 302 Black Ink Cartridge - F6U66AE,HP246EL1C9Y7YNAFAMZ,"9,200",3.3,https://www.jumia.com.ng/302-black-ink-cartridge-f6u66ae-hp-mpg147876.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/81/085822/1.jpg?6034,3,jumia,computing,	Part number F6U66AE.	Colours included: black.	Cartridge yield: 190 pages.	Suitable for use with: HP Envy: 4524/4522/4523/4520 HP Officejet: 4654/3830/3834/4652/4650HP Deskjet: 2134/2132/3633/3630/1110/2130/3632/3634.	Specifications	SKU: HP246EL1C9Y7YNAFAMZ	Model: F6U66AE	Product Line: MEGA STYLES	Weight (kg): 0.1
"Apple IPhone XS Max (4GB RAM, 64GB ROM) IOS 12 (12MP + 12MP)+7MP (e-Sim) - Space Grey",AP044EL01LZW8NAFAMZ,"380,000",3.9,https://www.jumia.com.ng/iphone-xs-max-4gb-ram-64gb-rom-ios-12-12mp-12mp7mp-e-sim-space-grey-apple-mpg249166.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/02/705912/1.jpg?3391,9,jumia,phones and tablets,"	6.5-inch Super Retina display (OLED) with HDR	IP68 dust and water resistant (maximum depth of 2 meters up to 30 minutes)	12MP dual cameras with dual OIS and 7MP TrueDepth front camera – Portrait mode, Portrait Lighting, Depth Control, and Smart HDR	Face ID for secure authentication and Apple Pay	A12 Bionic with next-generation Neural Engine	Wireless charging – works with Qi chargers	iOS 12 with Memoji, Screen Time, Siri Shortcuts, and Group FaceTime	What’s in the box	Apple iPhone XS Max	Lightning to USB cable	USB power adapter	Documentation"
 Stainless Steel Whistling Kettle,GE779HL06TL9DNAFAMZ,"2,600",4.0,https://www.jumia.com.ng/stainless-steel-whistling-kettle-generic-mpg345103.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/11/458273/1.jpg?3609,1,jumia,home and office,	Phenolic Handle	Stainless Steel	Volume of the Kettle - 1.5 litres	Can be easily filled and poured	Whistles when water starts boiling	What’s in the box	Stainless Steel Whistling Kettle
Arduino Ardunio Mega Starter Kit + Tutorials,AR551EL0VRFXZNAFAMZ,"27,000",3.7,https://www.jumia.com.ng/arduino-ardunio-mega-starter-kit-tutorials-17484335.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/53/348471/1.jpg?5578,6,jumia,electronics,"	Are you an Electrical Electronics, Engineering student,Computer scientist or just an hobbyist interested in hardware programming but do not know where to start ?, look no futher because Arduino Mega Starter Kit is a great way for you to get started with embedded systems, microcontroller programming, and electronics project prototyping! This Kit includes the basic components you need to make at least 15 fun projects following the step-by-step tutorials on the Project Book.	What’s in the box	Some of the components are :	1. Arduino MEGA 2560 + USB cable  X 1	2. Bread Board X 1	3. 1602 LCD display (16X2 characters) X 1	4. Set of Jumper Cables for (connections)	5. Adjustable or variable resistor	6. Resistors 220,1k,10k	7. Temperature Sensor(LM35)	8. Seven Segment Display (1digit And 4digit)	9. 8 X 8 Dot Matrix Display X 1	10. Servo Motor	11. LED emitter kit (red / blue / yellow; each 5pcs)	12. Infrared receiver	13. Light dependent resistors X 3	14. 9v Battery + snap on connector	15. Push Buttons Switches 4	16. Buzzers X 2	17. 74HC595	18. Small DC Motor 5v	19. Remote control 1	20. Tutorial CD and more..."
adidas Duramo Solar Soft Slide In Blue and Green,3997474,"5,600",5,https://www.konga.com/product/adidas-duramo-solar-soft-slide-in-blue-and-green-3997474,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/K/H/98603_1532288704.jpg",1,konga,fashion,"Men's Adidas Duramo solar soft slide is made up of synthetic treated rubber material, its worn indoor and outdoor ,it has a firm grip from top to sole, adidas iconic three line on the top part makes it look sporty, it cushions slips on pool side or wet floors , this foot wear is top notch quality, easy to maintain."
 Chopping Board 2 Set With Knife,UN970HL1M1EC0NAFAMZ,"1,600",4.4,https://www.jumia.com.ng/chopping-board-2-set-with-knife-universal-mpg215625.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/48296/1.jpg?1237,16,jumia,home and office,	Two set cutting board	Easy to clean	Plastics	Does not absorb water	Comes with a handy knife	Specifications	SKU: UN970HL1M1EC0NAFAMZ	Color: MutiColours	Main Material: Plastic	Product Line: find me	Weight (kg): 0.8
" Soundbar Bluetooth Speaker TV Home Theater For TV,PC",GE779EL1DO49RNAFAMZ,"9,780",3.3,https://www.jumia.com.ng/generic-soundbar-bluetooth-speaker-tv-home-theater-for-tvpc-36462438.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/83/426463/1.jpg?8622,15,jumia,electronics,"	Effortless Connection : hook it up wirelessly via the latest 4.2 version of Bluetooth, or simply connect the AUX-in or RCA-AUX cable that’s included to your PC, projector, tablet, cellphone and TV,MP3/MP4s and CD/DVD players	Three Sound Effects To Choose: Three sound effects allow you to optimize the audio so that it is best suited to what you are listening to; whether you need clear dialogue for news, treble and bass rhythm for music, 3D surround sound effects for movies or create a sense of authenticity and excitement for sport events	Large Capacity Batteri Soundbar Home Theater: The Bluetooth audio has a built in 2000 mAh strong lithium batteri, provide up to 8 hours of audio playback. Support USB charging; just use the micro USB cable to connect computer to charge, quick and convenient.	Easy To Setup: The soundbar bluetooth speaker can match almost sizes of TV.You can place the unit everywhere:on table,on a shelf,or mount on the wall.The stylish and unique appearance will decorate your room more elegant and full of high tech touch.	High quality sound with built-in subwoofer: Powered by 4 x 5W drivers, enjoy a high definition super stereo bass sound bar with a impressive volume in your home, dorm room, kitchen, bathroom, car, and parties.	What’s in the box	1 x Speaker	1 x Audio line	1 x Charging line	1 x AV line	1 x The remote control	1 x Description"
 Ladies Waist Trainer Suit + Body Shaper Corset,FA203AA0914O6NAFAMZ,"2,250",4.2,https://www.jumia.com.ng/fashion-ladies-waist-trainer-suit-body-shaper-corset-45296151.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/15/169254/1.jpg?1419,13,jumia,fashion,"	Accelerates weight loss through high compression.			Controls, molds and corrects posture.	Reduces waistline and flattens abdomen.	Hips and Butt Enhancer	Accentuates body curves.	Ever dreamt of having that hourglass shape?Here is the solution to get that classic look.	Waist trainer for Sports, Physique, Diet, Health and Post Partum.	The fashion waist cincher is ideal for waist training.	It has Size Adjustable 3 hooks, steel bones on the front.	Specifications	SKU: FA203AA0914O6NAFAMZ	Color: Black	Main Material: Textile and Metal	Product Line: East Buy E-commerce International Trade Co.,Ltd	Weight (kg): 1"
"Hp Stream 14 Intel Celeron 4GB,32GB SSD +32gb Flash Wins 10 + Headphone + 32GB OTG Mouse",HP246EL0KRST9NAFAMZ,"64,500",4.0,https://www.jumia.com.ng/stream-14-intel-celeron-4gb32gb-ssd-32gb-flash-wins-10-headphone-32gb-otg-mouse-hp-mpg326145.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/34/889373/1.jpg?8551,1,jumia,computing,"	DTS Studio Sound	Enjoy dynamic audio nuances and rich sounds with DTS Studio Sound.	HP Connected Music	All the music you own, all the music you stream, all in one place.	Wireless synchronicity	Sync with your other Bluetooth® devices, wirelessly.	Specifications	SKU: HP246EL0KRST9NAFAMZ	Processor Type: Intel Celeron	Display Features: Full HD	Display Size (inches): 14.0	Hard Disk (GB): 32	Operating System: Windows 10	Internal Memory(GB): 4	Color: Space Grey	Model: Stream 14	Product Line: PAT-TECH SOLUTIONS	Weight (kg): 3"
Cubot X19 5.93-Inch FHD+ 18:9 Full Screen (4GB+64GB) Octa Core Android 9.0 8MP+16MP Smartphone -Black,CU514MT0G33Q5NAFAMZ,"35,890",4.1,https://www.jumia.com.ng/cubot-x19-5.93-inch-fhd-189-full-screen-4gb64gb-octa-core-android-9.0-8mp16mp-smartphone-black-35681072.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/27/018653/1.jpg?0501,46,jumia,phones and tablets,"	Specifications	Brand: Cubot	Model: X19	Color: Black,Gradient	Operating system: Stock Android 9.0	Unlock: Face ID,Fingerpint sensor	CPU: MTK  MT6763T (Helio P23), 2.5GHz, Octa-Core	GPU: ARM Mali-G71 MP2	RAM: 4GB	ROM: 64GB	Max extendable Support TF card up to 128GB (Actual capacity may vary due to various factors. As the operating system occupies a portion of the ROM, actual available space is lesser than stated. As the phone comes with pre-installed applications, the actual storage size is smaller than stated.)	Battery	Capacity:4000mAh(typ)	Battery Type: Undetachable battery	Display	Display Size: 5.93"" Display (measured diagonally)	Type: In-cell	Touch: Capacitive multi-touch	Resolution: 2160x1080px resolution	Camera	Rear Camera: 16.0MP+2.0MP Rear Dual Camera,with 1A flashlight,ƒ/ 2.0 aperture,	PDAF fast focus,5P lens	Front camera: 8.0MP	ConnectionBand 2G : GSM 850 MHz / 900 MHz / 1800 MHz / 1900 MHz	3G: WCDMA  900 MHz / 2100 MHz	4G:FDD-LTE: Band:1 / 3 / 7 / 8 / 20	SIM/TF Card: Nano SIM card + Nano SIM card OR	Nano SIM card+ TF card		WIFI: Wi-Fi 2.4G/5G, 802.1.1 a/b/g/n	Bluetooth: Bluetooth 4.2	Sensor: Light sensor,Proximity sensor,Accelerometer sensor,	Fingerpint sensor / Face ID,Gyroscope,Magnetic	What’s in the box	1x Cubot X191x Screen Protector (pre-applied)1x High-quality Phone Case1x Micro USB Type-C cable1x Power Adapter1x Quick Start Guide1x Pin"
 Biodegradable Dog Poo Bag Pet Cat Waste Poop Clean Pick Up Garbage Bags,GE779CP07YXVYNAFAMZ,270,3.0,https://www.jumia.com.ng/generic-biodegradable-dog-poo-bag-pet-cat-waste-poop-clean-pick-up-garbage-bags-43578331.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/13/387534/1.jpg?9686,1,jumia,home and office,"	These disposable waste bags are nontoxic, safe to use	Clean and healthy for you and your pets	These easy-to-load bags are fast	Convenient for easy waste pick-up	Compact and durable design	Fit for dogs of all sizes	What’s in the box	1x Roll Pet Waste Bag（20 Bags Per Roll）"
 Women's Femme Classy Ballerina Shoes - Black,FA203SH1FXR1WNAFAMZ,"3,300",3.4,https://www.jumia.com.ng/fashion-womens-femme-classy-ballerina-shoes-black-42153278.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/87/235124/1.jpg?3557,57,jumia,fashion,	Main Material: Leather	Colour: Black	Pointy Toe Ballerinas	Flat Heels	Slip-on	Style: Formal	Specifications	SKU: FA203SH1FXR1WNAFAMZ	Heel Type: Flat	Shoe type [P]: Flats	Color: black	Main Material: Leather	Model: women shoe	Product Line: Prime Collection	Weight (kg): 0.75
"Oukitel C16 5.71-inch (2GB RAM 16GB ROM), Android 9.0 Waterdrop 2600mAh 3G Smartphone-PURPLE",OU517MT0FC85XNAFAMZ,"23,280",3.6,https://www.jumia.com.ng/oukitel-c16-5.71-inch-2gb-ram-16gb-rom-android-9.0-waterdrop-2600mah-3g-smartphone-purple-39646752.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/25/764693/1.jpg?2368,83,jumia,phones and tablets,"	Display: 5.71 inch	CPU: MT6580P Quad Core	System: Android 9.0	RAM + ROM: 2GB RAM 16GB ROM	Camera: 8.0MP + 2.0MP back camera and 5.0MP front camera	Sensor: Proximity Sensor, Gravity Sensor, Ambient Light Sensor, Face ID	What’s in the box	Cell Phone: 1	Charger: 1	SIM Needle: 1	USB Cable: 1	User Manual: 1	Protective Cover: 1"
Domani Velvet Matte Lipstick Moisturizing Lip Gloss-18 Color,DO923HB088O5NNAFAMZ,460,4.4,https://www.jumia.com.ng/domani-velvet-matte-lipstick-moisturizing-lip-gloss-18-color-38414831.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/13/841483/1.jpg?1514,7,jumia,health and beauty,"	No irritation, no harm and no microbial contamination to the lips.	It has a natural, fresh and pleasant taste and smell.	Attractive appearance, bright and uniform color	Apply smoothly and evenly	Stable quality, good weather resistance.	What’s in the box	Lipstick * 1"
Hynice 9 Pcs/Set Sakura Micron Fine Line Pen 1 005 01 02 03 04 05 08 Brush Drawing Ink Pens Art Supplies Stationery,HY053HL0BRO7SNAFAMZ,"3,999",3.9,https://www.jumia.com.ng/hynice-9-pcsset-sakura-micron-fine-line-pen-1-005-01-02-03-04-05-08-brush-drawing-ink-pens-art-supplies-stationery-27866791.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/19/766872/1.jpg?0495,18,jumia,home and office,	适合手绘草图，签署重要文件和面料设计技术品质包括档案质量的Pigma墨水，其防水，防褪色和耐化学性干燥时不会涂抹或羽毛，不会渗透大多数纸张优秀的档案期刊，卡通和漫画插图尺寸：0.2mm（005），0.25mm（01），0.3mm（02），0.35mm（03），0.4mm（04），0.45mm（05），0.8mm（08），1.0mm（10），软刷。颜色：黑色	套餐清单：9件/套	Specifications	SKU: HY053HL0BRO7SNAFAMZ	Area of Use: Home Office	Color: black	Main Material: N/A	Weight (kg): 0.75
Style Addiction Leopard Print Insert Peplum Dress - Black And Leopard Print,ST682MW0V31X6NAFAMZ,"3,990 - ₦ 4,550",4.1,https://www.jumia.com.ng/style-addiction-leopard-print-insert-peplum-dress-black-and-leopard-print-45501225.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/52/210554/1.jpg?6709,29,jumia,fashion,	Peplum dress	Leopard print insert	Belted	Zip to back	Formal	Specifications	SKU: ST682MW0V31X6NAFAMZ	Care Label: Wash dark colours separately	Color: Black and leopard print	Main Material: Polyester and spandex	Product Line: Ankara hub	Weight (kg): 0.3
 Waterproof Smart Watch With Camera & Sim Slot---White,GE779AC0GOGRPNAFAMZ,"5,500",3.0,https://www.jumia.com.ng/generic-waterproof-smart-watch-with-camera-sim-slot-white-33351082.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/28/015333/1.jpg?2145,24,jumia,phones and tablets,"	Dialer / Bluetooth phone call: You can dial or answer a phone call from your wrist watch	Phonebook / call log / message / music synchronization: No need to pay close your attention to your cellphone, you can also receive notifications from your smartwatch phone	1.54 inch touch screen: 240x240 pixel screen is best suitable screen size with high definition picture displaying gives you great user experience	Camera-Built-in 0.3MP camera:  You can freely take photo and record video and sync your smartphone	Remote capture: You can also use your watch to control your phone's camera, but ensure your phone's camera has been switched on in advance	Sleep monitoring: Carefully monitor your sleep quality, to provide you with a scientific sleep time	Pedometer: Record the steps you take and your movement distance to make you become healthier	Sedentary reminder: Develop healthy habits and remind you to have a break after sitting for so long	Anti-lost alarm: If your smartphone is away from you at a set distance, the watch will ring or vibrate to remind you	Other features: Sound and video recorder / alarm / calendar / calculator / world clock	Natural silicone strap: Anti-sweat silicone surface treatment, ergonomic convex design make wearing more comfortable	Hardware: CPU: MTK6261, RAM + ROM: 32MB RAM + 64MB ROM, TF Card up to 32 GB. Bluetooth: V3.0	What’s in the box	Package Contents:	Cell Phone: 1	USB Cable: 1	English Manual :"
Western Digital 2TB External Hard Drive - USB 3.,WE029EL1EEK45NAFAMZ,"25,999",4.5,https://www.jumia.com.ng/western-digital-2tb-external-hard-drive-usb-3.-35006648.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/84/660053/1.jpg?0654,140,jumia,computing,	USB 3.0 and USB 2.0 compatibility	Fast data transfers	Improve PC performance	High Capacity	WD quality and reliability	Specifications	SKU: WE029EL1EEK45NAFAMZ	Color: black	Main Material: plastic	Model: element 2tb	Product Line: Alphacomonline	Weight (kg): 0.2
 7 Seater Black And Silver(Free Gift Ottoman,GE779HL1KNBANNAFAMZ,"107,480",5.0,https://www.jumia.com.ng/generic-7-seater-black-and-silverfree-gift-ottoman-32264159.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/95/146223/1.jpg?1693,1,jumia,home and office,	Simple and modern design	Stylish and durable	Superior quality	delivery lagos only	Value for money	What’s in the box	7 seater sofa with back rest
 Men Casual Vintage Printed Designed Short Sleeve Stand Collar Shirt - Red,FA203AA1BLMP3NAFAMZ,"2,420 - ₦ 2,760",4.2,https://www.jumia.com.ng/fashion-men-casual-vintage-printed-designed-short-sleeve-stand-collar-shirt-red-34115997.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/79/951143/1.jpg?7406,21,jumia,fashion,"	Casual, Vintage	Short Sleeve	Printing	Ethnic Style	Slim Fit	Summer	Button	What’s in the box	1 x Top"
